Row Number,Matched Rules,0,Unique Rule Count
443,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 10},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 10}",2
444,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 10},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 10}",2
445,"({'Rule': 'bottom-right-square-x > 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o > 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 10},)","{'Rule': 'bottom-right-square-x > 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-middle-square-x <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o > 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 10}",2
446,"({'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 10},)","{'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 10}",2
447,"({'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 10},)","{'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 10}",2
448,"({'Rule': 'middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",2
449,"({'Rule': 'middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",2
450,"({'Rule': 'middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",2
451,"({'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 10},)","{'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 10}",2
452,"({'Rule': 'bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 11},)","{'Rule': 'bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 11}",2
453,"({'Rule': 'bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 4}",2
454,"({'Rule': 'bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 4}",2
455,"({'Rule': 'bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 4},)","{'Rule': 'bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 4}",2
456,"({'Rule': 'bottom-right-square-x > 0.5 && middle-left-square-b > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-right-square-x > 0.5 && middle-left-square-b > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-middle-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 6}",2
457,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 10},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 10}",2
458,"({'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 10},)","{'Rule': 'bottom-middle-square-x <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && middle-right-square-x > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 10}",2
459,"({'Rule': 'bottom-right-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-right-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}",2
460,"({'Rule': 'bottom-right-square-b <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-right-square-b <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8}",2
461,"({'Rule': 'bottom-right-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-right-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}",2
462,"({'Rule': 'bottom-right-square-b <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-right-square-b <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8}",2
463,"({'Rule': 'bottom-right-square-b <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-right-square-b <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8}",2
464,"({'Rule': 'bottom-right-square-b <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-right-square-b <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8}",2
465,"({'Rule': 'bottom-right-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'bottom-right-square-b > 0.5 && middle-middle-square-o <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 5}",2
466,"({'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 9},)","{'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 9}",2
467,"({'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 10},)","{'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 10}",2
468,"({'Rule': 'bottom-right-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-right-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 6}",2
469,"({'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 12},)","{'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 12}",2
470,"({'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 10},)","{'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 10}",2
471,"({'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x > 0.5 && top-left-square-o > 0.5 && top-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 11},)","{'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o > 0.5 && middle-right-square-x > 0.5 && top-left-square-o > 0.5 && top-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 11}",2
472,"({'Rule': 'bottom-right-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'bottom-right-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 6}",2
473,"({'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 10},)","{'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 10}",2
474,"({'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 9},)","{'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 9}",2
475,"({'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 10},)","{'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 10}",2
476,"({'Rule': 'bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-b > 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 13},)","{'Rule': 'bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-b > 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 13}",2
477,"({'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 10},)","{'Rule': 'bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 10}",2
478,"({'Rule': 'bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 11},)","{'Rule': 'bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-x <= 0.5 && middle-middle-square-b <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 11}",2
479,"({'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b > 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 7},)","{'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b > 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 7}",2
480,"({'Rule': 'bottom-right-square-x > 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'bottom-right-square-x > 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8}",2
481,"({'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b > 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 7},)","{'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b > 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 7}",2
482,"({'Rule': 'middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b > 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8},)","{'Rule': 'middle-middle-square-b > 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-b > 0.5 && middle-right-square-o <= 0.5 && top-middle-square-o <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8}",2
483,"({'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b > 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 7},)","{'Rule': 'bottom-middle-square-x > 0.5 && bottom-right-square-x > 0.5 && middle-middle-square-o > 0.5 && top-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b > 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 7}",2
484,"({'Rule': 'middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)","{'Rule': 'middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6}",2
485,"({'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",2
486,"({'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",2
487,"({'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",2
488,"({'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5},)","{'Rule': 'middle-left-square-x <= 0.5 && middle-middle-square-o <= 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 5}",2
