Row Number,Matched Rules,Matched Rules
532,"bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)",6
533,"bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-b > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)",7
534,"bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-b > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)",7
535,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-left-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 12},)",12
536,"bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o > 0.5 && middle-right-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 8},)",8
537,"bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)",6
538,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8},)",8
539,"bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 11},)",11
540,"bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 11},)",11
541,"bottom-left-square-b <= 0.5 && bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 9},)",9
542,"bottom-left-square-b <= 0.5 && bottom-left-square-o <= 0.5 && bottom-middle-square-o > 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b > 0.5 && top-left-square-b > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 => negative', 'Rule Length': 12},)",12
543,"bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b > 0.5 && top-middle-square-b <= 0.5 => negative', 'Rule Length': 7},)",7
544,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8},)",8
545,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8},)",8
546,"bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b > 0.5 && top-middle-square-b <= 0.5 => negative', 'Rule Length': 7},)",7
547,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8},)",8
548,"bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)",7
549,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8},)",8
550,"bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 11},)",11
551,"bottom-left-square-b <= 0.5 && bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-x > 0.5 && top-left-square-o <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-o > 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 12},)",12
552,"bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)",6
553,"bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)",7
554,"bottom-left-square-o <= 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 10},)",10
555,"bottom-left-square-o <= 0.5 && bottom-right-square-b > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 9},)",9
556,"bottom-left-square-o <= 0.5 && bottom-left-square-x > 0.5 && bottom-middle-square-o > 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b > 0.5 && top-left-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 13},)",13
557,"bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)",6
558,"bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)",7
559,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8},)",8
560,"bottom-left-square-o <= 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-b > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 10},)",10
561,"bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)",6
562,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-x > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8},)",8
563,"bottom-left-square-o <= 0.5 && bottom-middle-square-o > 0.5 && bottom-right-square-b > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-b > 0.5 && top-left-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 9},)",9
564,"bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7},)",7
565,"bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o <= 0.5 && middle-left-square-x > 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 12},)",12
566,"bottom-left-square-o > 0.5 && bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-b > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 9},)",9
567,"bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8},)",8
568,"bottom-left-square-b > 0.5 && bottom-left-square-o <= 0.5 && bottom-middle-square-o > 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-b > 0.5 && top-left-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 10},)",10
569,"bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-b > 0.5 && top-left-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8},)",8
570,"bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-b > 0.5 && top-left-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8},)",8
571,"bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-b > 0.5 && top-left-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 8},)",8
572,"bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b > 0.5 && top-middle-square-b <= 0.5 => negative', 'Rule Length': 7},)",7
573,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o > 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 11},)",11
574,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8},)",8
575,"bottom-left-square-b <= 0.5 && bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 11},)",11
576,"bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 10},)",10
577,"bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-b > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)",7
578,"bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-b > 0.5 => negative', 'Rule Length': 5},)",5
579,"bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-b > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)",7
580,"bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-b > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)",7
581,"bottom-left-square-o <= 0.5 && bottom-left-square-x <= 0.5 && bottom-middle-square-o > 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-x > 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 12},)",12
582,"bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-b > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)",7
583,"bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-x <= 0.5 && top-middle-square-b <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)",7
584,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o > 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 9},)",9
585,"bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-middle-square-b <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 12},)",12
586,"bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b > 0.5 && top-middle-square-b <= 0.5 => negative', 'Rule Length': 7},)",7
587,"bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b > 0.5 && top-middle-square-b <= 0.5 && top-middle-square-o > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 9},)",9
588,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-left-square-x <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o > 0.5 && top-middle-square-b <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 8},)",8
589,"bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)",6
590,"bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-b > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)",7
591,"bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o > 0.5 && middle-right-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-b <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 8},)",8
592,"bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)",6
593,"bottom-left-square-b <= 0.5 && bottom-left-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 9},)",9
594,"bottom-left-square-o <= 0.5 && bottom-middle-square-o > 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x > 0.5 && middle-left-square-o > 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 10},)",10
595,"bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-b > 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-right-square-o <= 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 12},)",12
596,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 4},)",4
597,"bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)",6
598,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 4},)",4
599,"bottom-left-square-o > 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-b <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-b > 0.5 && top-right-square-x > 0.5 => negative', 'Rule Length': 8},)",8
600,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 4},)",4
601,"bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)",6
602,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 4},)",4
603,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-right-square-o > 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 5},)",5
604,"bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)",6
605,"bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)",6
606,"bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)",6
607,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 4},)",4
608,"bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 6},)",6
609,"bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7},)",7
610,"bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-middle-square-x > 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x > 0.5 && top-left-square-o <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-x <= 0.5 && top-right-square-b <= 0.5 => negative', 'Rule Length': 9},)",9
611,"bottom-left-square-o > 0.5 && bottom-middle-square-b <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-b <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-b <= 0.5 && top-left-square-x <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-x <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 10},)",10
612,"bottom-left-square-o > 0.5 && bottom-middle-square-b > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && bottom-right-square-x <= 0.5 && middle-left-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-b > 0.5 && top-middle-square-x <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 12},)",12
613,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 4},)",4
614,"bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7},)",7
615,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-right-square-o > 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 5},)",5
616,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-middle-square-b > 0.5 && top-right-square-o > 0.5 => negative', 'Rule Length': 7},)",7
617,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 4},)",4
618,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 4},)",4
619,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 4},)",4
620,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-right-square-o > 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 5},)",5
621,"bottom-left-square-o > 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-x > 0.5 && top-left-square-b > 0.5 && top-left-square-o <= 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)",7
622,"bottom-left-square-o > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-b > 0.5 => negative', 'Rule Length': 5},)",5
623,"bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-x > 0.5 && top-left-square-o <= 0.5 && top-right-square-b > 0.5 && top-right-square-o <= 0.5 => negative', 'Rule Length': 7},)",7
624,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-right-square-o <= 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 4},)",4
625,"bottom-left-square-o <= 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o > 0.5 && middle-right-square-o > 0.5 && top-left-square-b > 0.5 && top-left-square-o <= 0.5 && top-middle-square-b > 0.5 && top-right-square-o <= 0.5 && top-right-square-x <= 0.5 => negative', 'Rule Length': 10},)",10
626,"bottom-left-square-o <= 0.5 && bottom-right-square-o <= 0.5 && middle-left-square-o <= 0.5 && middle-right-square-o > 0.5 && top-middle-square-b > 0.5 => negative', 'Rule Length': 5},)",5
627,"bottom-left-square-o > 0.5 && bottom-middle-square-b > 0.5 && bottom-middle-square-o <= 0.5 && bottom-right-square-o > 0.5 && middle-left-square-x > 0.5 && top-left-square-o <= 0.5 && top-left-square-x > 0.5 && top-middle-square-x > 0.5 && top-right-square-b <= 0.5 && top-right-square-x <= 0.5 => positive', 'Rule Length': 10},)",10
628,"bottom-left-square-o <= 0.5 && bottom-middle-square-x <= 0.5 && bottom-right-square-o > 0.5 && middle-right-square-o > 0.5 && top-left-square-o <= 0.5 && top-right-square-o > 0.5 => positive', 'Rule Length': 6},)",6
629,"bottom-left-square-o > 0.5 && bottom-middle-square-o > 0.5 && bottom-right-square-o > 0.5 => positive', 'Rule Length': 3},)",3
